idx,label,pred,correct,conflict,path,rel_text,rel_visual,rel_audio,pred_text,pred_visual,pred_audio,n_available
357,3,0,0,1,pick_visual,0.1849,0.6692,0.6543,3,0,0,3
358,0,0,1,0,unanimous,0.9193,0.9661,-1.0000,0,0,-1,2
359,1,1,1,1,pick_text,0.6972,0.6551,0.1472,1,1,2,3
360,2,2,1,1,pick_visual,0.1457,0.6587,0.6351,1,2,2,3
361,2,2,1,1,pick_text,0.6795,0.1164,0.6486,2,1,2,3
362,0,0,1,0,unanimous,0.9398,0.9678,0.9483,0,0,0,3
363,2,2,1,1,pick_text,0.1562,0.1102,0.1453,2,0,1,3
364,0,1,0,1,pick_text,0.1684,-1.0000,0.1412,1,-1,0,2
365,0,0,1,1,pick_text,0.1500,-1.0000,0.1420,0,-1,3,2
366,0,0,1,0,unanimous,0.9389,0.9701,0.9493,0,0,0,3
367,2,2,1,0,unanimous,0.9504,0.9707,0.9530,2,2,2,3
368,0,0,1,1,pick_visual,0.1498,0.7148,0.6535,3,0,0,3
369,2,2,1,0,unanimous,-1.0000,-1.0000,0.6480,-1,-1,2,1
370,1,1,1,0,unanimous,0.9418,0.9641,-1.0000,1,1,-1,2
371,2,2,1,1,pick_visual,0.1772,0.7272,0.6511,0,2,2,3
372,2,2,1,0,unanimous,0.9556,0.9684,0.9522,2,2,2,3
373,1,0,0,1,pick_text,0.1894,0.1078,0.1390,0,3,1,3
374,3,3,1,0,unanimous,0.9508,0.9685,0.9436,3,3,3,3
375,1,1,1,0,unanimous,0.9512,0.9651,0.9522,1,1,1,3
376,2,2,1,0,unanimous,0.9470,0.9556,0.9473,2,2,2,3
377,1,1,1,0,unanimous,0.9553,0.9690,0.9528,1,1,1,3
378,1,0,0,1,pick_audio,0.1810,0.6088,0.6455,1,0,0,3
379,1,1,1,0,unanimous,0.9218,0.9729,0.9528,1,1,1,3
380,3,3,1,1,pick_text,0.6743,0.6445,0.1415,3,3,0,3
381,2,0,0,1,pick_text,0.1747,0.1292,0.1449,0,3,1,3
382,2,3,0,1,pick_audio,0.1684,0.6266,0.6433,2,3,3,3
383,0,0,1,1,pick_text,0.6794,0.1214,0.6424,0,3,0,3
384,2,2,1,0,unanimous,0.9543,0.9677,0.9459,2,2,2,3
385,2,2,1,1,pick_text,0.6684,0.1249,0.6383,2,1,2,3
386,0,0,1,1,pick_text,0.1764,-1.0000,0.1428,0,-1,1,2
387,3,3,1,1,pick_audio,0.1527,0.6178,0.6648,1,3,3,3
388,3,3,1,0,unanimous,0.9568,0.9675,0.9532,3,3,3,3
389,3,3,1,1,pick_audio,-1.0000,0.1219,0.1489,-1,0,3,2
390,2,2,1,0,unanimous,-1.0000,0.9666,0.9526,-1,2,2,2
391,0,0,1,0,unanimous,0.9341,0.9650,0.9515,0,0,0,3
392,0,0,1,1,pick_text,0.6836,0.6823,0.1269,0,0,1,3
393,3,0,0,0,unanimous,0.9381,-1.0000,0.9517,0,-1,0,2
394,3,3,1,1,pick_visual,0.1399,0.6334,0.6201,0,3,3,3
395,3,3,1,1,pick_visual,0.6668,0.6738,0.1350,3,3,1,3
396,1,1,1,1,pick_text,0.6810,0.6092,0.1411,1,1,2,3
397,1,1,1,0,unanimous,0.9609,0.9737,-1.0000,1,1,-1,2
398,1,1,1,1,pick_text,0.6696,0.1264,0.6427,1,0,1,3
399,1,1,1,1,pick_visual,0.1599,0.6768,0.6518,3,1,1,3
400,1,1,1,1,pick_visual,0.1510,0.6835,0.6292,3,1,1,3
401,3,3,1,0,unanimous,0.9537,-1.0000,0.9524,3,-1,3,2
402,2,2,1,1,pick_text,0.1542,0.1105,0.1244,2,3,0,3
403,1,3,0,1,pick_text,0.1702,0.0991,0.1364,3,0,1,3
404,0,0,1,1,pick_text,0.1710,-1.0000,0.1450,0,-1,1,2
405,0,0,1,1,pick_visual,0.6570,0.6884,0.1402,0,0,1,3
406,1,1,1,0,unanimous,0.9544,0.9704,0.9536,1,1,1,3
407,3,3,1,1,pick_audio,0.6521,0.1118,0.6527,3,0,3,3
408,3,0,0,1,pick_text,0.1528,0.1045,0.1424,0,1,3,3
409,1,1,1,0,unanimous,-1.0000,0.9654,0.9535,-1,1,1,2
410,2,2,1,0,unanimous,0.9518,-1.0000,0.9526,2,-1,2,2
411,3,3,1,0,unanimous,-1.0000,0.6714,-1.0000,-1,3,-1,1
412,2,2,1,0,unanimous,0.6238,-1.0000,-1.0000,2,-1,-1,1
413,3,3,1,1,pick_visual,0.1704,0.6480,0.6475,0,3,3,3
414,1,1,1,1,pick_text,0.6832,0.1257,0.6509,1,3,1,3
415,1,1,1,0,unanimous,-1.0000,0.9660,0.9505,-1,1,1,2
416,2,2,1,1,pick_audio,0.1632,0.6467,0.6642,1,2,2,3
417,1,1,1,0,unanimous,0.9439,0.9671,0.9530,1,1,1,3
418,2,2,1,1,pick_visual,0.1683,0.6703,0.6625,0,2,2,3
419,3,3,1,0,unanimous,0.9420,0.9724,0.9521,3,3,3,3
420,2,2,1,0,unanimous,0.9441,0.9693,0.9534,2,2,2,3
421,3,3,1,0,unanimous,0.9266,0.9596,0.9505,3,3,3,3
422,0,0,1,1,pick_text,0.6659,0.1122,0.6511,0,1,0,3
423,2,2,1,0,unanimous,0.9422,0.9552,0.9548,2,2,2,3
424,3,1,0,0,unanimous,0.9343,0.9696,-1.0000,1,1,-1,2
425,0,0,1,0,unanimous,0.9572,0.9688,0.9488,0,0,0,3
426,3,0,0,1,pick_text,0.6908,0.6806,0.1525,0,0,3,3
427,0,0,1,1,pick_audio,-1.0000,0.1159,0.1473,-1,1,0,2
428,3,3,1,0,unanimous,0.9502,0.9623,0.9523,3,3,3,3
429,2,2,1,0,unanimous,-1.0000,0.9635,0.9490,-1,2,2,2
430,3,3,1,0,unanimous,0.9610,0.9685,0.9538,3,3,3,3
431,3,3,1,1,pick_text,0.6739,0.1447,0.6479,3,2,3,3
432,3,3,1,1,pick_visual,0.1866,0.6770,0.6013,1,3,3,3
433,3,3,1,1,pick_text,0.6767,0.6004,0.1500,3,3,0,3
434,3,3,1,0,unanimous,0.9372,-1.0000,0.9475,3,-1,3,2
435,0,0,1,0,unanimous,0.9501,-1.0000,0.9528,0,-1,0,2
436,1,1,1,1,pick_text,0.1846,0.1066,-1.0000,1,0,-1,2
437,0,0,1,1,pick_audio,-1.0000,0.1110,0.1347,-1,2,0,2
438,2,2,1,0,unanimous,0.9495,0.9649,0.9484,2,2,2,3
439,1,1,1,0,unanimous,-1.0000,0.7069,-1.0000,-1,1,-1,1
440,2,0,0,1,pick_text,0.1598,0.1248,0.1328,0,2,1,3
441,0,0,1,0,unanimous,0.9539,0.9707,0.9546,0,0,0,3
442,0,0,1,1,pick_text,0.6428,0.6272,0.1585,0,0,1,3
443,3,3,1,0,unanimous,0.9445,0.9603,0.9528,3,3,3,3
444,2,2,1,1,pick_visual,0.1758,0.6724,0.6451,3,2,2,3
445,2,2,1,0,unanimous,0.9551,0.9653,0.9541,2,2,2,3
446,3,3,1,0,unanimous,0.9271,0.9667,0.9533,3,3,3,3
447,0,0,1,1,pick_text,0.6436,0.1022,0.6278,0,2,0,3
448,3,3,1,1,pick_text,0.6773,0.6403,0.1439,3,3,0,3
449,0,0,1,0,unanimous,0.9370,0.9686,0.9540,0,0,0,3
450,2,2,1,0,unanimous,0.9376,0.9674,0.9456,2,2,2,3
451,3,3,1,1,pick_audio,-1.0000,0.1260,0.1514,-1,0,3,2
452,3,3,1,0,unanimous,0.9491,0.9622,0.9516,3,3,3,3
453,0,0,1,0,unanimous,0.9522,-1.0000,0.9542,0,-1,0,2
454,0,0,1,0,unanimous,0.9608,0.9730,0.9500,0,0,0,3
455,0,0,1,0,unanimous,0.9481,0.9651,0.9489,0,0,0,3
456,1,1,1,0,unanimous,0.9494,0.9716,0.9516,1,1,1,3
457,1,1,1,0,unanimous,0.9476,0.9714,0.9498,1,1,1,3
458,0,0,1,0,unanimous,-1.0000,0.9743,0.9466,-1,0,0,2
459,2,0,0,1,pick_text,0.1668,0.1176,0.1481,0,3,2,3
460,2,2,1,1,pick_text,0.6731,0.1103,0.6436,2,1,2,3
461,1,1,1,1,pick_audio,-1.0000,0.1145,0.1445,-1,2,1,2
462,1,1,1,0,unanimous,0.9412,0.9704,0.9546,1,1,1,3
463,3,3,1,1,pick_text,0.7101,0.6723,0.1398,3,3,0,3
464,1,2,0,1,pick_text,0.1816,0.1213,0.1104,2,0,1,3
465,2,2,1,1,pick_text,0.6282,0.1181,0.6048,2,0,2,3
466,1,1,1,1,pick_text,0.1702,0.1102,-1.0000,1,0,-1,2
467,1,1,1,1,pick_text,0.6868,0.1413,0.6429,1,0,1,3
468,2,2,1,1,pick_text,0.6827,0.1286,0.6543,2,1,2,3
469,3,0,0,1,pick_text,0.1452,0.1334,0.1340,0,2,3,3
470,2,1,0,1,pick_text,0.1580,0.1368,-1.0000,1,2,-1,2
471,2,2,1,0,unanimous,-1.0000,0.6774,-1.0000,-1,2,-1,1
472,3,3,1,1,pick_audio,-1.0000,0.1373,0.1434,-1,2,3,2
473,0,0,1,0,unanimous,0.9410,0.9670,0.9459,0,0,0,3
474,3,3,1,1,pick_text,0.6710,0.6288,0.1412,3,3,2,3
475,2,2,1,0,unanimous,0.9365,0.9668,0.9550,2,2,2,3
476,1,1,1,0,unanimous,0.9549,0.9667,0.9540,1,1,1,3
477,0,0,1,1,pick_text,0.6908,0.1174,0.6348,0,2,0,3
478,0,0,1,0,unanimous,0.9570,0.9703,0.9485,0,0,0,3
479,2,2,1,1,pick_text,0.6590,0.6583,0.1261,2,2,0,3
480,0,3,0,1,pick_text,0.6933,0.6113,0.1309,3,3,0,3
481,0,0,1,1,pick_visual,0.6784,0.7179,0.1450,0,0,1,3
482,3,2,0,1,pick_text,0.1531,0.1113,0.1414,2,3,1,3
483,2,2,1,1,pick_text,0.6470,0.1354,0.6443,2,0,2,3
484,2,2,1,0,unanimous,0.9399,0.9651,0.9532,2,2,2,3
485,0,3,0,1,pick_visual,0.1683,0.6793,0.6607,0,3,3,3
486,1,2,0,1,pick_text,0.1650,0.1274,0.1343,2,0,1,3
487,1,1,1,1,pick_text,0.6975,0.6972,0.1506,1,1,3,3
488,2,2,1,1,pick_text,0.6850,0.1175,0.6282,2,0,2,3
489,3,3,1,1,pick_text,0.6885,0.6455,0.1453,3,3,2,3
490,1,1,1,0,unanimous,0.9376,0.9695,0.9487,1,1,1,3
491,0,0,1,0,unanimous,0.9574,0.9675,0.9521,0,0,0,3
492,2,0,0,0,no_modality,-1.0000,-1.0000,-1.0000,-1,-1,-1,0
493,1,1,1,1,pick_text,0.6839,0.6808,0.1396,1,1,3,3
494,1,1,1,1,pick_text,0.6618,0.6475,0.1391,1,1,0,3
495,3,3,1,1,pick_visual,0.1666,0.6753,0.6666,0,3,3,3
496,2,2,1,1,pick_text,0.6814,0.1184,0.6419,2,1,2,3
497,3,0,0,1,pick_text,0.1528,-1.0000,0.1401,0,-1,3,2
498,0,0,1,1,pick_audio,0.1551,0.6258,0.6267,2,0,0,3
499,2,2,1,0,unanimous,0.9345,0.9664,0.9550,2,2,2,3
500,0,0,1,0,unanimous,0.9404,0.9738,0.9493,0,0,0,3
501,2,2,1,1,pick_text,0.6616,0.1283,0.6503,2,0,2,3
502,1,0,0,1,pick_text,0.1636,0.1332,0.1242,0,3,2,3
503,1,1,1,1,pick_audio,0.6370,0.0947,0.6462,1,3,1,3
504,1,1,1,0,unanimous,0.9471,0.9641,0.9472,1,1,1,3
505,0,0,1,1,pick_text,0.6487,0.1330,0.6426,0,3,0,3
506,0,0,1,1,pick_text,0.6715,0.1399,0.6651,0,3,0,3
507,2,2,1,1,pick_text,0.6667,0.1092,0.6300,2,0,2,3
508,1,1,1,1,pick_text,0.6846,0.1038,0.6344,1,0,1,3
509,0,0,1,1,pick_text,0.6717,0.1268,0.6438,0,1,0,3
510,0,0,1,0,unanimous,0.9564,0.9660,0.9508,0,0,0,3
511,3,3,1,1,pick_audio,0.1372,0.1087,0.1394,1,2,3,3
512,0,0,1,1,pick_text,0.1488,0.1290,0.1284,0,2,1,3
513,1,1,1,1,pick_audio,-1.0000,0.1399,0.1520,-1,3,1,2
514,0,0,1,0,unanimous,0.9478,0.9656,0.9500,0,0,0,3
515,1,1,1,1,pick_text,0.6627,0.1243,0.6432,1,0,1,3
516,1,1,1,0,unanimous,0.9562,0.9670,0.9458,1,1,1,3
517,1,1,1,1,pick_text,0.1836,0.0936,0.1421,1,2,0,3
518,0,0,1,1,pick_audio,0.1674,0.6367,0.6538,1,0,0,3
519,2,2,1,1,pick_text,0.6751,0.1203,0.6220,2,0,2,3
520,0,0,1,1,pick_text,0.6603,0.6069,0.1446,0,0,1,3
521,0,0,1,0,unanimous,0.9404,-1.0000,0.9524,0,-1,0,2
522,2,2,1,1,pick_visual,0.6698,0.6953,0.1503,2,2,0,3
523,0,2,0,1,pick_text,0.1527,0.1345,0.1439,2,3,1,3
524,3,0,0,1,pick_audio,-1.0000,0.1071,0.1578,-1,3,0,2
525,0,0,1,1,pick_text,0.7003,0.1239,0.6380,0,3,0,3
526,2,1,0,1,pick_text,0.1835,0.1150,0.1449,1,3,2,3
527,3,1,0,1,pick_text,0.1688,0.1190,-1.0000,1,3,-1,2
528,2,2,1,1,pick_text,0.1714,0.1401,0.1508,2,3,0,3
529,2,1,0,1,pick_text,0.6724,0.1181,0.6492,1,2,1,3
530,0,0,1,0,unanimous,0.9330,0.9690,0.9516,0,0,0,3
531,0,0,1,0,unanimous,0.9555,0.9706,0.9480,0,0,0,3
532,0,0,1,0,unanimous,0.9129,0.9696,0.9521,0,0,0,3
533,2,2,1,1,pick_text,0.6778,0.1198,0.6520,2,0,2,3
534,0,0,1,0,unanimous,0.9421,0.9681,0.9544,0,0,0,3
535,3,2,0,1,pick_text,0.6765,0.6622,0.1726,2,2,3,3
536,2,2,1,1,pick_visual,0.6436,0.6677,0.1477,2,2,0,3
537,3,3,1,1,pick_text,0.6783,0.1168,0.6388,3,0,3,3
538,2,2,1,0,unanimous,0.9513,0.9624,0.9526,2,2,2,3
539,1,0,0,1,pick_text,0.1710,0.1186,0.1262,0,1,2,3
540,0,0,1,0,unanimous,0.9414,0.9722,0.9515,0,0,0,3
541,3,3,1,1,pick_text,0.6669,0.1254,0.6354,3,0,3,3
542,0,0,1,0,unanimous,0.9599,0.9714,0.9490,0,0,0,3
543,3,3,1,0,unanimous,0.9384,0.9687,0.9541,3,3,3,3
544,1,1,1,0,unanimous,0.9352,0.9690,0.9485,1,1,1,3
545,2,2,1,1,pick_text,0.6923,0.6617,0.1357,2,2,0,3
546,1,1,1,1,pick_text,0.1740,-1.0000,0.1405,1,-1,2,2
547,2,0,0,1,pick_text,0.7057,0.1034,0.6562,0,2,0,3
548,1,1,1,0,unanimous,0.9482,0.9652,0.9544,1,1,1,3
549,0,1,0,1,pick_text,0.1823,0.1162,-1.0000,1,0,-1,2
550,1,2,0,1,pick_visual,0.1686,0.6518,0.6494,1,2,2,3
551,0,0,1,0,unanimous,0.9449,0.9667,0.9503,0,0,0,3
552,3,3,1,1,pick_text,0.1538,0.0977,0.1346,3,1,2,3
553,2,3,0,1,pick_text,0.1605,0.1088,0.1412,3,0,2,3
554,2,1,0,1,pick_text,0.1691,-1.0000,0.1523,1,-1,2,2
555,3,3,1,1,pick_text,0.1441,-1.0000,0.1421,3,-1,0,2
556,3,3,1,1,pick_text,0.1726,0.1028,0.1347,3,1,2,3
557,1,1,1,0,unanimous,0.9465,0.9716,0.9522,1,1,1,3
558,2,2,1,0,unanimous,0.9297,0.9681,0.9490,2,2,2,3
559,0,0,1,1,pick_visual,0.6834,0.6841,0.1284,0,0,1,3
560,1,3,0,1,pick_visual,0.6131,0.6666,0.1293,3,3,1,3
561,2,2,1,1,pick_text,0.6387,0.6347,0.1436,2,2,3,3
562,1,1,1,1,pick_text,0.6824,0.6786,0.1321,1,1,2,3
563,1,1,1,0,unanimous,-1.0000,0.9680,0.9526,-1,1,1,2
564,1,1,1,1,pick_audio,-1.0000,0.1194,0.1500,-1,3,1,2
565,2,2,1,0,unanimous,0.9396,0.9660,0.9483,2,2,2,3
566,2,2,1,0,unanimous,-1.0000,0.9536,0.9529,-1,2,2,2
567,2,0,0,1,pick_text,0.6924,0.1042,0.5627,0,3,0,3
568,0,0,1,1,pick_audio,0.6187,0.1244,0.6283,0,3,0,3
569,3,3,1,1,pick_text,0.1489,0.1313,0.1414,3,0,2,3
570,1,1,1,0,unanimous,0.9429,0.9605,0.9505,1,1,1,3
571,2,1,0,0,unanimous,0.6374,-1.0000,-1.0000,1,-1,-1,1
572,3,3,1,1,pick_audio,0.1489,0.6142,0.6544,2,3,3,3
573,2,2,1,1,pick_text,0.1441,0.1239,-1.0000,2,0,-1,2
574,0,0,1,0,unanimous,0.9533,0.9683,0.9506,0,0,0,3
575,2,2,1,0,unanimous,0.9484,0.9672,0.9442,2,2,2,3
576,3,3,1,1,pick_text,0.6783,0.1117,0.6661,3,2,3,3
577,1,1,1,1,pick_text,0.1710,0.1200,-1.0000,1,3,-1,2
578,1,1,1,0,unanimous,-1.0000,0.9672,0.9515,-1,1,1,2
579,1,3,0,1,pick_text,0.1779,0.1203,-1.0000,3,1,-1,2
580,1,1,1,1,pick_text,0.1893,0.1097,-1.0000,1,3,-1,2
581,2,3,0,1,pick_text,0.1511,0.1281,0.1492,3,1,0,3
582,2,2,1,1,pick_text,0.6858,0.1186,0.6405,2,0,2,3
583,2,2,1,0,unanimous,0.9572,-1.0000,0.9529,2,-1,2,2
584,0,3,0,1,pick_audio,-1.0000,0.1185,0.1456,-1,1,3,2
585,1,1,1,1,pick_text,0.6517,0.1515,0.6234,1,3,1,3
586,1,1,1,0,unanimous,0.9465,0.9667,0.9542,1,1,1,3
587,0,0,1,1,pick_text,0.1793,0.1141,0.1430,0,2,3,3
588,1,1,1,1,pick_audio,0.6602,0.1270,0.6678,1,3,1,3
589,1,1,1,0,unanimous,0.9448,0.9672,0.9539,1,1,1,3
590,0,0,1,0,unanimous,0.9509,0.9673,0.9496,0,0,0,3
591,2,1,0,1,pick_visual,0.1378,0.6970,0.6532,2,1,1,3
592,3,1,0,1,pick_text,0.1674,0.1333,0.1343,1,3,2,3
593,3,3,1,0,unanimous,0.9549,-1.0000,0.9534,3,-1,3,2
594,2,2,1,1,pick_text,0.1786,0.1088,0.1422,2,1,3,3
595,1,1,1,0,unanimous,0.9131,-1.0000,0.9520,1,-1,1,2
596,2,2,1,1,pick_visual,0.1558,0.6835,0.6525,1,2,2,3
597,1,0,0,1,pick_text,0.1613,0.1275,0.1427,0,3,2,3
598,0,0,1,0,unanimous,0.9471,0.9742,-1.0000,0,0,-1,2
599,3,3,1,0,unanimous,0.9379,0.9676,0.9535,3,3,3,3
600,0,0,1,0,unanimous,0.9442,0.9519,-1.0000,0,0,-1,2
601,2,2,1,1,pick_text,0.6983,0.6804,0.1269,2,2,1,3
602,0,0,1,1,pick_audio,0.1912,0.6500,0.6525,3,0,0,3
603,3,3,1,0,unanimous,0.9413,-1.0000,0.9449,3,-1,3,2
604,3,3,1,0,unanimous,0.9458,0.9712,0.9525,3,3,3,3
605,1,1,1,1,pick_text,0.1600,0.1239,-1.0000,1,0,-1,2
606,2,0,0,0,unanimous,-1.0000,0.6866,-1.0000,-1,0,-1,1
607,3,3,1,0,unanimous,0.9510,0.9655,0.9541,3,3,3,3
608,1,1,1,0,unanimous,0.9438,0.9669,0.9521,1,1,1,3
609,0,0,1,1,pick_text,0.6527,0.1148,0.6512,0,2,0,3
610,3,3,1,0,unanimous,-1.0000,0.9652,0.9484,-1,3,3,2
611,1,1,1,0,unanimous,0.9520,0.9714,0.9523,1,1,1,3
612,3,3,1,1,pick_visual,0.1666,0.6945,0.6339,0,3,3,3
613,0,0,1,0,unanimous,0.9409,0.9595,0.9490,0,0,0,3
614,3,3,1,1,pick_text,0.6780,0.6161,0.1220,3,3,0,3
615,3,3,1,1,pick_text,0.6601,0.1040,0.6372,3,2,3,3
616,3,3,1,1,pick_visual,0.1871,0.6697,0.6211,1,3,3,3
617,2,1,0,1,pick_text,0.1634,0.1229,0.1415,1,2,3,3
618,0,0,1,0,unanimous,0.9545,0.9673,0.9532,0,0,0,3
619,3,0,0,1,pick_audio,-1.0000,0.1083,0.1419,-1,3,0,2
620,2,2,1,0,unanimous,0.9353,0.9683,0.9509,2,2,2,3
621,2,2,1,0,unanimous,0.9387,0.9703,0.9537,2,2,2,3
622,0,0,1,0,unanimous,0.9587,0.9697,0.9528,0,0,0,3
623,3,3,1,0,unanimous,0.9523,0.9668,0.9468,3,3,3,3
624,0,0,1,1,pick_text,0.7022,0.1087,0.6489,0,1,0,3
625,2,2,1,1,pick_text,0.6727,0.6506,0.1263,2,2,0,3
626,3,3,1,0,unanimous,0.9509,0.9738,0.9503,3,3,3,3
627,1,1,1,1,pick_text,0.6699,0.1101,0.6580,1,3,1,3
628,0,0,1,1,pick_visual,0.6767,0.6869,0.1448,0,0,1,3
629,2,0,0,1,pick_visual,0.1795,0.6628,0.6494,2,0,0,3
630,0,0,1,0,unanimous,0.9518,-1.0000,0.9500,0,-1,0,2
631,3,3,1,1,pick_text,0.7044,0.1227,0.6505,3,1,3,3
632,1,1,1,0,unanimous,0.9509,0.9599,0.9521,1,1,1,3
633,0,0,1,0,unanimous,0.9427,0.9670,0.9483,0,0,0,3
634,3,3,1,0,unanimous,0.9522,0.9601,0.9505,3,3,3,3
635,0,0,1,0,unanimous,0.9623,0.9690,0.9521,0,0,0,3
636,0,0,1,1,pick_text,0.6833,0.1243,0.6617,0,1,0,3
637,1,1,1,1,pick_text,0.6697,0.6467,0.1408,1,1,3,3
638,1,1,1,0,unanimous,0.9486,0.9632,0.9543,1,1,1,3
639,2,2,1,0,unanimous,0.9445,0.9705,-1.0000,2,2,-1,2
640,0,0,1,0,unanimous,0.9522,0.9709,0.9522,0,0,0,3
641,3,2,0,0,unanimous,-1.0000,-1.0000,0.5785,-1,-1,2,1
642,1,1,1,0,unanimous,0.9447,0.9691,0.9495,1,1,1,3
643,3,3,1,0,unanimous,0.9483,0.9669,0.9524,3,3,3,3
644,0,0,1,0,unanimous,-1.0000,0.9640,0.9515,-1,0,0,2
645,3,3,1,1,pick_visual,0.1853,0.6649,0.6265,0,3,3,3
646,0,0,1,1,pick_text,0.6817,0.1365,0.6280,0,2,0,3
647,3,3,1,0,unanimous,0.9501,0.9748,0.9536,3,3,3,3
648,0,0,1,1,pick_text,0.6826,0.1281,0.6519,0,1,0,3
649,2,2,1,1,pick_visual,0.6231,0.6623,0.1558,2,2,1,3
650,0,0,1,0,unanimous,0.9511,0.9696,0.9530,0,0,0,3
651,2,2,1,0,unanimous,0.9212,0.9647,0.9518,2,2,2,3
652,0,0,1,1,pick_text,0.6933,0.1387,0.6393,0,2,0,3
653,1,1,1,0,unanimous,0.9395,0.9660,0.9526,1,1,1,3
654,1,1,1,0,unanimous,0.9359,0.9657,0.9483,1,1,1,3
655,0,0,1,0,unanimous,0.9526,0.9662,0.9516,0,0,0,3
656,1,1,1,1,pick_visual,0.1569,0.6580,0.6033,3,1,1,3
657,1,1,1,1,pick_text,0.6876,0.1047,0.6403,1,3,1,3
658,0,0,1,1,pick_text,0.6750,0.6274,0.1341,0,0,2,3
659,1,1,1,0,unanimous,0.9555,0.9688,0.9545,1,1,1,3
660,3,3,1,0,unanimous,0.9622,-1.0000,0.9528,3,-1,3,2
661,3,1,0,1,pick_audio,-1.0000,0.1199,0.1677,-1,3,1,2
662,2,2,1,0,unanimous,0.9411,0.9693,0.9525,2,2,2,3
663,1,1,1,0,unanimous,0.9530,0.9720,0.9521,1,1,1,3
664,1,1,1,0,unanimous,0.9479,0.9669,0.9518,1,1,1,3
665,3,3,1,1,pick_text,0.6721,0.6644,0.1462,3,3,2,3
666,2,2,1,1,pick_audio,0.1675,0.6349,0.6561,3,2,2,3
667,1,1,1,0,unanimous,-1.0000,0.9568,0.9523,-1,1,1,2
668,1,1,1,1,pick_text,0.6485,0.1393,0.6329,1,0,1,3
669,3,3,1,1,pick_visual,0.6556,0.6782,0.1418,3,3,0,3
670,3,1,0,1,pick_visual,0.6614,0.6641,0.1540,1,1,3,3
671,0,0,1,1,pick_visual,0.1873,0.6504,0.6376,3,0,0,3
672,1,1,1,0,unanimous,0.9603,0.9653,-1.0000,1,1,-1,2
673,0,0,1,1,pick_audio,0.1433,-1.0000,0.1563,1,-1,0,2
674,0,0,1,0,unanimous,0.9575,0.9713,0.9490,0,0,0,3
675,2,2,1,1,pick_audio,0.6374,0.1062,0.6548,2,3,2,3
676,0,0,1,0,unanimous,0.9514,0.9747,0.9512,0,0,0,3
677,2,2,1,1,pick_visual,0.1812,0.6851,0.6383,1,2,2,3
678,0,0,1,0,unanimous,0.9338,0.9675,0.9517,0,0,0,3
679,2,2,1,0,unanimous,0.9447,0.9709,0.9437,2,2,2,3
680,0,0,1,0,unanimous,0.9471,0.9559,0.9501,0,0,0,3
681,3,3,1,1,pick_text,0.7008,0.1038,0.6444,3,0,3,3
682,0,0,1,0,unanimous,0.9142,0.9645,0.9549,0,0,0,3
683,3,3,1,1,pick_text,0.1671,0.1276,-1.0000,3,2,-1,2
684,2,2,1,0,unanimous,0.9427,0.9706,0.9546,2,2,2,3
685,1,1,1,0,unanimous,0.9524,0.9719,0.9536,1,1,1,3
686,2,2,1,0,unanimous,0.9399,0.9589,0.9488,2,2,2,3
687,0,0,1,0,unanimous,-1.0000,0.9681,0.9521,-1,0,0,2
688,1,1,1,1,pick_text,0.1518,-1.0000,0.1442,1,-1,3,2
689,1,1,1,0,unanimous,0.9263,0.9693,-1.0000,1,1,-1,2
690,2,2,1,0,unanimous,0.9441,0.9697,0.9511,2,2,2,3
691,2,2,1,1,pick_visual,0.1574,0.6603,0.6257,3,2,2,3
692,3,3,1,0,unanimous,0.9413,0.9701,0.9412,3,3,3,3
693,0,0,1,0,unanimous,0.9512,0.9734,0.9498,0,0,0,3
694,2,2,1,1,pick_visual,0.1563,0.7116,0.6130,3,2,2,3
695,1,1,1,1,pick_text,0.1458,0.1159,0.1394,1,2,3,3
696,1,1,1,1,pick_text,0.6830,0.1101,0.6649,1,3,1,3
697,3,3,1,0,unanimous,0.9501,0.9710,-1.0000,3,3,-1,2
698,1,1,1,1,pick_text,0.1732,-1.0000,0.1476,1,-1,3,2
699,3,3,1,0,unanimous,0.9472,0.9663,0.9525,3,3,3,3
700,0,0,1,1,pick_audio,0.1823,0.6300,0.6471,1,0,0,3
701,3,3,1,0,unanimous,0.6061,-1.0000,-1.0000,3,-1,-1,1
702,0,0,1,0,unanimous,0.9430,-1.0000,0.9506,0,-1,0,2
703,3,3,1,1,pick_text,0.6890,0.1054,0.6317,3,0,3,3
704,0,0,1,1,pick_text,0.6380,0.1220,0.6376,0,3,0,3
705,2,2,1,0,unanimous,0.9492,0.9649,0.9541,2,2,2,3
706,0,0,1,1,pick_text,0.6809,0.6797,0.1411,0,0,2,3
707,1,1,1,0,unanimous,0.9408,0.9697,0.9439,1,1,1,3
708,2,0,0,1,pick_text,0.1568,-1.0000,0.1424,0,-1,3,2
709,1,2,0,1,pick_visual,-1.0000,0.1359,0.1309,-1,2,1,2
710,1,1,1,1,pick_text,0.6766,0.5977,0.1538,1,1,0,3
711,3,3,1,0,unanimous,0.9412,0.9722,0.9526,3,3,3,3
712,0,0,1,1,pick_text,0.7023,0.1531,0.6234,0,3,0,3
713,0,0,1,1,pick_text,0.7005,0.1510,0.6414,0,3,0,3
714,1,2,0,1,pick_text,0.1820,0.1335,0.1424,2,1,0,3
715,3,3,1,0,unanimous,-1.0000,0.9510,0.9485,-1,3,3,2
716,3,3,1,0,unanimous,0.9580,0.9661,0.9491,3,3,3,3
