image_path,original_path,original_label,confidence,label_7,label_4,label_3,arousal,valence
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035264.jpg,contempt/image0035264.jpg,contempt,0.846698645007841,4,2,1,0.3693,-0.3387
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035267.jpg,contempt/image0035267.jpg,neutral,0.8052839120679561,6,3,2,0.2,0.0805
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035271.jpg,contempt/image0035271.jpg,contempt,0.8101260902124509,4,2,1,0.362,-0.3241
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035280.jpg,contempt/image0035280.jpg,contempt,0.7996538697458259,4,2,1,0.3599,-0.3199
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035286.jpg,contempt/image0035286.jpg,happy,0.74492896709999,2,0,0,0.5725,0.6704
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035294.jpg,contempt/image0035294.jpg,neutral,0.7844108611227048,6,3,2,0.2,0.0784
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035297.jpg,contempt/image0035297.jpg,contempt,0.8542678537939095,4,2,1,0.3709,-0.3417
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035299.jpg,contempt/image0035299.jpg,contempt,0.8462691363370686,4,2,1,0.3693,-0.3385
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035302.jpg,contempt/image0035302.jpg,contempt,0.832749129576551,4,2,1,0.3665,-0.3331
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035308.jpg,contempt/image0035308.jpg,contempt,0.8079309780707482,4,2,1,0.3616,-0.3232
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035312.jpg,contempt/image0035312.jpg,neutral,0.8085216938800006,6,3,2,0.2,0.0809
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035314.jpg,contempt/image0035314.jpg,contempt,0.8975462514233207,4,2,1,0.3795,-0.359
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035318.jpg,contempt/image0035318.jpg,contempt,0.841964540425221,4,2,1,0.3684,-0.3368
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035334.jpg,contempt/image0035334.jpg,happy,0.8552738868661605,2,0,0,0.6276,0.7697
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035336.jpg,contempt/image0035336.jpg,contempt,0.8242190418497136,4,2,1,0.3648,-0.3297
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035339.jpg,contempt/image0035339.jpg,neutral,0.7730436053135601,6,3,2,0.2,0.0773
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035352.jpg,contempt/image0035352.jpg,contempt,0.8054134871608314,4,2,1,0.3611,-0.3222
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035355.jpg,contempt/image0035355.jpg,contempt,0.876040679657694,4,2,1,0.3752,-0.3504
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035357.jpg,contempt/image0035357.jpg,contempt,0.7453713338219492,4,2,1,0.3491,-0.2981
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035376.jpg,contempt/image0035376.jpg,contempt,0.8361449507588317,4,2,1,0.3672,-0.3345
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035382.jpg,contempt/image0035382.jpg,contempt,0.8545661403927618,4,2,1,0.3709,-0.3418
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035385.jpg,contempt/image0035385.jpg,disgust,0.7952718827617604,3,2,1,0.3591,-0.4772
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035393.jpg,contempt/image0035393.jpg,contempt,0.7196170177261444,4,2,1,0.3439,-0.2878
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035414.jpg,contempt/image0035414.jpg,contempt,0.8415190892644134,4,2,1,0.3683,-0.3366
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035416.jpg,contempt/image0035416.jpg,neutral,0.849647579567324,6,3,2,0.2,0.085
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035420.jpg,contempt/image0035420.jpg,surprise,0.7872341828256352,2,0,0,0.6723,0.5511
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035421.jpg,contempt/image0035421.jpg,surprise,0.7894508379344599,2,0,0,0.6737,0.5526
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035422.jpg,contempt/image0035422.jpg,happy,0.8771698635081807,2,0,0,0.6386,0.7895
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035425.jpg,contempt/image0035425.jpg,contempt,0.8703829313881648,4,2,1,0.3741,-0.3482
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035428.jpg,contempt/image0035428.jpg,anger,0.8665692986891591,0,1,1,0.8066,-0.6933
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035431.jpg,contempt/image0035431.jpg,contempt,0.8290831235313837,4,2,1,0.3658,-0.3316
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035432.jpg,contempt/image0035432.jpg,contempt,0.7744458344508977,4,2,1,0.3549,-0.3098
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035437.jpg,contempt/image0035437.jpg,contempt,0.7090100084671558,4,2,1,0.3418,-0.2836
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035443.jpg,contempt/image0035443.jpg,contempt,0.8159547854404925,4,2,1,0.3632,-0.3264
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035446.jpg,contempt/image0035446.jpg,neutral,0.8771834649374268,6,3,2,0.2,0.0877
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035448.jpg,contempt/image0035448.jpg,contempt,0.8383237988153577,4,2,1,0.3677,-0.3353
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035456.jpg,contempt/image0035456.jpg,contempt,0.8191737393187318,4,2,1,0.3638,-0.3277
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035465.jpg,contempt/image0035465.jpg,contempt,0.8454834090028722,4,2,1,0.3691,-0.3382
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035467.jpg,contempt/image0035467.jpg,contempt,0.7316536713732603,4,2,1,0.3463,-0.2927
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035473.jpg,contempt/image0035473.jpg,contempt,0.6913577144898743,4,2,1,0.3383,-0.2765
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035476.jpg,contempt/image0035476.jpg,contempt,0.693214856569125,4,2,1,0.3386,-0.2773
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035485.jpg,contempt/image0035485.jpg,surprise,0.8018924419320863,2,0,0,0.6811,0.5613
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035486.jpg,contempt/image0035486.jpg,contempt,0.8678638507355702,4,2,1,0.3736,-0.3471
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035488.jpg,contempt/image0035488.jpg,contempt,0.8438535672164829,4,2,1,0.3688,-0.3375
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035489.jpg,contempt/image0035489.jpg,disgust,0.7611322112724126,3,2,1,0.3522,-0.4567
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035494.jpg,contempt/image0035494.jpg,contempt,0.8178835704502803,4,2,1,0.3636,-0.3272
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035495.jpg,contempt/image0035495.jpg,neutral,0.8849518391065095,6,3,2,0.2,0.0885
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035497.jpg,contempt/image0035497.jpg,contempt,0.8362608660821067,4,2,1,0.3673,-0.3345
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035498.jpg,contempt/image0035498.jpg,contempt,0.8276255695597514,4,2,1,0.3655,-0.3311
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035501.jpg,contempt/image0035501.jpg,happy,0.740314629369399,2,0,0,0.5702,0.6663
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035502.jpg,contempt/image0035502.jpg,anger,0.7756602460490571,0,1,1,0.743,-0.6205
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035504.jpg,contempt/image0035504.jpg,contempt,0.8279176217007029,4,2,1,0.3656,-0.3312
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035506.jpg,contempt/image0035506.jpg,anger,0.7468778514957517,0,1,1,0.7228,-0.5975
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035509.jpg,contempt/image0035509.jpg,surprise,0.7889639485588428,2,0,0,0.6734,0.5523
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035515.jpg,contempt/image0035515.jpg,surprise,0.7819248507633565,2,0,0,0.6692,0.5473
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035523.jpg,contempt/image0035523.jpg,contempt,0.823395242735689,4,2,1,0.3647,-0.3294
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035526.jpg,contempt/image0035526.jpg,contempt,0.8491709305811179,4,2,1,0.3698,-0.3397
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035537.jpg,contempt/image0035537.jpg,neutral,0.8215834787643362,6,3,2,0.2,0.0822
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035540.jpg,contempt/image0035540.jpg,contempt,0.8627425028179009,4,2,1,0.3725,-0.3451
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035543.jpg,contempt/image0035543.jpg,contempt,0.8195634459749894,4,2,1,0.3639,-0.3278
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035549.jpg,contempt/image0035549.jpg,neutral,0.8744564236865746,6,3,2,0.2,0.0874
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035554.jpg,contempt/image0035554.jpg,contempt,0.8722132328915384,4,2,1,0.3744,-0.3489
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035568.jpg,contempt/image0035568.jpg,contempt,0.8180726642224327,4,2,1,0.3636,-0.3272
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035585.jpg,contempt/image0035585.jpg,contempt,0.8673099813187518,4,2,1,0.3735,-0.3469
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035591.jpg,contempt/image0035591.jpg,contempt,0.8470675072596053,4,2,1,0.3694,-0.3388
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035608.jpg,contempt/image0035608.jpg,contempt,0.849122815266313,4,2,1,0.3698,-0.3396
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035628.jpg,contempt/image0035628.jpg,contempt,0.8675726397851105,4,2,1,0.3735,-0.347
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035643.jpg,contempt/image0035643.jpg,contempt,0.8087067692532084,4,2,1,0.3617,-0.3235
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035662.jpg,contempt/image0035662.jpg,disgust,0.7688096789915367,3,2,1,0.3538,-0.4613
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035671.jpg,contempt/image0035671.jpg,contempt,0.8610191571145541,4,2,1,0.3722,-0.3444
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035676.jpg,contempt/image0035676.jpg,contempt,0.8227552651596021,4,2,1,0.3646,-0.3291
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035677.jpg,contempt/image0035677.jpg,contempt,0.8792560457491738,4,2,1,0.3759,-0.3517
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035679.jpg,contempt/image0035679.jpg,contempt,0.87253861713357,4,2,1,0.3745,-0.349
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035684.jpg,contempt/image0035684.jpg,contempt,0.7236434505688648,4,2,1,0.3447,-0.2895
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035686.jpg,contempt/image0035686.jpg,contempt,0.8101320915166521,4,2,1,0.362,-0.3241
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035691.jpg,contempt/image0035691.jpg,happy,0.8511433088633658,2,0,0,0.6256,0.766
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035699.jpg,contempt/image0035699.jpg,contempt,0.8478101875135151,4,2,1,0.3696,-0.3391
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035701.jpg,contempt/image0035701.jpg,neutral,0.8422243467967099,6,3,2,0.2,0.0842
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035703.jpg,contempt/image0035703.jpg,contempt,0.8209943105437388,4,2,1,0.3642,-0.3284
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035709.jpg,contempt/image0035709.jpg,contempt,0.8019905604482112,4,2,1,0.3604,-0.3208
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035724.jpg,contempt/image0035724.jpg,neutral,0.8407071372488218,6,3,2,0.2,0.0841
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035728.jpg,contempt/image0035728.jpg,contempt,0.7889768692371906,4,2,1,0.3578,-0.3156
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035734.jpg,contempt/image0035734.jpg,surprise,0.7657336035016642,2,0,0,0.6594,0.536
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035751.jpg,contempt/image0035751.jpg,contempt,0.7916391240787657,4,2,1,0.3583,-0.3167
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035753.jpg,contempt/image0035753.jpg,contempt,0.8991923419583526,4,2,1,0.3798,-0.3597
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035762.jpg,contempt/image0035762.jpg,happy,0.7883869321717113,2,0,0,0.5942,0.7095
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035764.jpg,contempt/image0035764.jpg,anger,0.8080512736235659,0,1,1,0.7656,-0.6464
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035765.jpg,contempt/image0035765.jpg,contempt,0.8043204834167272,4,2,1,0.3609,-0.3217
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035766.jpg,contempt/image0035766.jpg,contempt,0.8125609240220205,4,2,1,0.3625,-0.325
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035770.jpg,contempt/image0035770.jpg,neutral,0.8589244826325455,6,3,2,0.2,0.0859
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035779.jpg,contempt/image0035779.jpg,contempt,0.8865352560124377,4,2,1,0.3773,-0.3546
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035781.jpg,contempt/image0035781.jpg,contempt,0.7543353050896694,4,2,1,0.3509,-0.3017
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035786.jpg,contempt/image0035786.jpg,happy,0.7814164950108672,2,0,0,0.5907,0.7033
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035790.jpg,contempt/image0035790.jpg,surprise,0.8167170212575815,2,0,0,0.69,0.5717
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035792.jpg,contempt/image0035792.jpg,contempt,0.8564529386582479,4,2,1,0.3713,-0.3426
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035795.jpg,contempt/image0035795.jpg,contempt,0.7707428411999271,4,2,1,0.3541,-0.3083
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035796.jpg,contempt/image0035796.jpg,sad,0.7883364917750291,3,2,1,0.2788,-0.5518
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035798.jpg,contempt/image0035798.jpg,happy,0.8858915765102718,2,0,0,0.6429,0.7973
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035803.jpg,contempt/image0035803.jpg,contempt,0.8598414693432461,4,2,1,0.372,-0.3439
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035808.jpg,contempt/image0035808.jpg,contempt,0.8451890757024677,4,2,1,0.369,-0.3381
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035811.jpg,contempt/image0035811.jpg,contempt,0.7825645109625984,4,2,1,0.3565,-0.313
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035819.jpg,contempt/image0035819.jpg,contempt,0.793719315682226,4,2,1,0.3587,-0.3175
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035833.jpg,contempt/image0035833.jpg,anger,0.8271946660395902,0,1,1,0.779,-0.6618
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035834.jpg,contempt/image0035834.jpg,contempt,0.7659583963505604,4,2,1,0.3532,-0.3064
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035841.jpg,contempt/image0035841.jpg,contempt,0.8378187365760045,4,2,1,0.3676,-0.3351
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035852.jpg,contempt/image0035852.jpg,happy,0.829722691958841,2,0,0,0.6149,0.7468
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035861.jpg,contempt/image0035861.jpg,disgust,0.7936413651337291,3,2,1,0.3587,-0.4762
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035862.jpg,contempt/image0035862.jpg,contempt,0.8783472761148712,4,2,1,0.3757,-0.3513
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035867.jpg,contempt/image0035867.jpg,contempt,0.8472787428718117,4,2,1,0.3695,-0.3389
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035870.jpg,contempt/image0035870.jpg,contempt,0.7867950779419752,4,2,1,0.3574,-0.3147
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035871.jpg,contempt/image0035871.jpg,neutral,0.7764153039636494,6,3,2,0.2,0.0776
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035878.jpg,contempt/image0035878.jpg,neutral,0.893546171487437,6,3,2,0.2,0.0894
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035881.jpg,contempt/image0035881.jpg,contempt,0.6737626737527462,4,2,1,0.3348,-0.2695
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035892.jpg,contempt/image0035892.jpg,contempt,0.8535706851789281,4,2,1,0.3707,-0.3414
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035895.jpg,contempt/image0035895.jpg,contempt,0.7975962266621218,4,2,1,0.3595,-0.319
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035898.jpg,contempt/image0035898.jpg,contempt,0.7608212556491595,4,2,1,0.3522,-0.3043
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035905.jpg,contempt/image0035905.jpg,contempt,0.7529322762055441,4,2,1,0.3506,-0.3012
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035917.jpg,contempt/image0035917.jpg,happy,0.8874436000192943,2,0,0,0.6437,0.7987
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035921.jpg,contempt/image0035921.jpg,happy,0.7490200042758398,2,0,0,0.5745,0.6741
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035925.jpg,contempt/image0035925.jpg,happy,0.7714040070638367,2,0,0,0.5857,0.6943
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035929.jpg,contempt/image0035929.jpg,contempt,0.8415192537711419,4,2,1,0.3683,-0.3366
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035936.jpg,contempt/image0035936.jpg,contempt,0.6891197544729949,4,2,1,0.3378,-0.2756
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035938.jpg,contempt/image0035938.jpg,contempt,0.8540659308091431,4,2,1,0.3708,-0.3416
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035942.jpg,contempt/image0035942.jpg,contempt,0.7648143405938572,4,2,1,0.353,-0.3059
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035944.jpg,contempt/image0035944.jpg,anger,0.832494878011837,0,1,1,0.7827,-0.666
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035948.jpg,contempt/image0035948.jpg,contempt,0.8831667752010036,4,2,1,0.3766,-0.3533
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035955.jpg,contempt/image0035955.jpg,contempt,0.7746366577695278,4,2,1,0.3549,-0.3099
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035956.jpg,contempt/image0035956.jpg,contempt,0.7438708799491399,4,2,1,0.3488,-0.2975
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035957.jpg,contempt/image0035957.jpg,contempt,0.8451200542456033,4,2,1,0.369,-0.338
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035965.jpg,contempt/image0035965.jpg,contempt,0.7532190317864551,4,2,1,0.3506,-0.3013
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035971.jpg,contempt/image0035971.jpg,neutral,0.8861303589862026,6,3,2,0.2,0.0886
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035973.jpg,contempt/image0035973.jpg,contempt,0.8279614609042428,4,2,1,0.3656,-0.3312
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035975.jpg,contempt/image0035975.jpg,contempt,0.8369891900922598,4,2,1,0.3674,-0.3348
d:\bigcreate\visual_data_temp\archive (3)\Test\contempt/image0035983.jpg,contempt/image0035983.jpg,contempt,0.8615516624189637,4,2,1,0.3723,-0.3446
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0035984.jpg,contempt/image0035984.jpg,contempt,0.8128525136711566,4,2,1,0.3626,-0.3251
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0035991.jpg,contempt/image0035991.jpg,neutral,0.8753765183644385,6,3,2,0.2,0.0875
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036002.jpg,contempt/image0036002.jpg,fear,0.8310880584250125,1,1,1,0.6987,-0.4987
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036007.jpg,contempt/image0036007.jpg,contempt,0.865295883063273,4,2,1,0.3731,-0.3461
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036014.jpg,contempt/image0036014.jpg,neutral,0.8311951416535138,6,3,2,0.2,0.0831
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036019.jpg,contempt/image0036019.jpg,contempt,0.872935415237006,4,2,1,0.3746,-0.3492
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036021.jpg,contempt/image0036021.jpg,contempt,0.8867706233249835,4,2,1,0.3774,-0.3547
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036025.jpg,contempt/image0036025.jpg,contempt,0.7565918114628511,4,2,1,0.3513,-0.3026
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036026.jpg,contempt/image0036026.jpg,disgust,0.745922938211503,3,2,1,0.3492,-0.4476
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036037.jpg,contempt/image0036037.jpg,anger,0.8405334871416441,0,1,1,0.7884,-0.6724
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036038.jpg,contempt/image0036038.jpg,contempt,0.8401397399822572,4,2,1,0.368,-0.3361
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036039.jpg,contempt/image0036039.jpg,contempt,0.8591422818865471,4,2,1,0.3718,-0.3437
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036056.jpg,contempt/image0036056.jpg,contempt,0.8580727599981257,4,2,1,0.3716,-0.3432
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036058.jpg,contempt/image0036058.jpg,neutral,0.6979525280008774,6,3,2,0.2,0.0698
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036068.jpg,contempt/image0036068.jpg,contempt,0.7741523475895148,4,2,1,0.3548,-0.3097
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036070.jpg,contempt/image0036070.jpg,contempt,0.8713152137416265,4,2,1,0.3743,-0.3485
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036075.jpg,contempt/image0036075.jpg,contempt,0.8679205972625194,4,2,1,0.3736,-0.3472
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036080.jpg,contempt/image0036080.jpg,contempt,0.7735145138293591,4,2,1,0.3547,-0.3094
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036087.jpg,contempt/image0036087.jpg,contempt,0.8006319812616169,4,2,1,0.3601,-0.3203
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036090.jpg,contempt/image0036090.jpg,happy,0.8731135069202713,2,0,0,0.6366,0.7858
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036093.jpg,contempt/image0036093.jpg,contempt,0.8426187149299807,4,2,1,0.3685,-0.337
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036095.jpg,contempt/image0036095.jpg,contempt,0.7902206239246243,4,2,1,0.358,-0.3161
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036096.jpg,contempt/image0036096.jpg,contempt,0.7940034237516352,4,2,1,0.3588,-0.3176
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036098.jpg,contempt/image0036098.jpg,contempt,0.8613907059872462,4,2,1,0.3723,-0.3446
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036100.jpg,contempt/image0036100.jpg,happy,0.848988612725261,2,0,0,0.6245,0.7641
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036112.jpg,contempt/image0036112.jpg,happy,0.8465370367198672,2,0,0,0.6233,0.7619
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036117.jpg,contempt/image0036117.jpg,contempt,0.869424887964447,4,2,1,0.3739,-0.3478
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036120.jpg,contempt/image0036120.jpg,contempt,0.873472195653218,4,2,1,0.3747,-0.3494
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036130.jpg,contempt/image0036130.jpg,anger,0.8850244009538831,0,1,1,0.8195,-0.708
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036136.jpg,contempt/image0036136.jpg,contempt,0.7645872486824727,4,2,1,0.3529,-0.3058
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036144.jpg,contempt/image0036144.jpg,neutral,0.8305926808009984,6,3,2,0.2,0.0831
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036146.jpg,contempt/image0036146.jpg,happy,0.8006048772590273,2,0,0,0.6003,0.7205
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036150.jpg,contempt/image0036150.jpg,contempt,0.8737945497955324,4,2,1,0.3748,-0.3495
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036152.jpg,contempt/image0036152.jpg,contempt,0.7481041861230593,4,2,1,0.3496,-0.2992
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036172.jpg,contempt/image0036172.jpg,disgust,0.6821900586815671,3,2,1,0.3364,-0.4093
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036176.jpg,contempt/image0036176.jpg,contempt,0.8463129321365801,4,2,1,0.3693,-0.3385
d:\bigcreate\visual_data_temp\archive (3)\Train\contempt/image0036184.jpg,contempt/image0036184.jpg,contempt,0.8167736955574785,4,2,1,0.3634,-0.3267
