audio_full_path,label_4_emotion,label_3_polarity,true_arousal,true_valence,label_7_emotion
D:/bigcreate/语言预测数据/train/M0050-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0002-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0003-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0004-W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0005-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0006-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0007-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0008-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0009-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0010-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0011-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0012-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0013-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0050-0014-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0051-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0051-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0051-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0051-0004-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0051-0005-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0051-0006-A1_S1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0051-0007-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0052-0001-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0052-0002-W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0052-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0052-0004-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0052-0005-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0052-0006-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0052-0007-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0052-0008-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0053-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0053-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0053-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0053-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0054-0001-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0054-0002-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0054-0003-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0054-0004-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0055-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0055-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0055-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0055-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0001-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0005-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0006-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0007-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0008-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0009-B1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0010-B2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0011-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0012-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0013-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0014-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0015-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0016-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0056-0017-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0057-0001-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0057-0002-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0057-0003-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0057-0004-A1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0057-0005-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0057-0006-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0057-0007-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0005-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0006-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0007-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0008-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0009-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0010-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0011-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0012-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0013-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0014-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0015-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0016-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0017-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0018-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0019-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0020-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0021-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0022-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0023-S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0024-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0025-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0058-0026-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0059-0001-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0059-0002-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0001-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0002-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0003-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0005-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0006-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0007-A1_S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0008-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0009-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0010-S1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0011-S1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0012-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0013-S1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0060-0014-S1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0001-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0002-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0003-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0004-A1_S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0005-A1_S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0007-A2_S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0008-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0009-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0010-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0011-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0012-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0013-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0014-S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0015-S3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0016-A2_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0017-S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0018-A2_S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0019-A2_S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0020-A1_S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0021-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0022-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0023-A2_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0024-S3_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0025-A1_S1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0026-S2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0027-S2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0028-S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0029-S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0030-S2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0031-S3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0032-S3_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0033-S3_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0034-S3_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0061-0035-S3_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0002-W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0003-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0004-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0005-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0006-A2_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0007-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0008-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0009-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0010-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0011-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0012-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0013-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0014-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0015-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0016-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0017-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0018-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0019-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0020-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0021-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0022-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0062-0023-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0001-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0004-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0005-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0006-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0007-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0008-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0009-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0010-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0011-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0012-A3_S2_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0013-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0014-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0015-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0016-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0017-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0018-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0019-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0020-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0021-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0022-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0023-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0024-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0025-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0026-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0027-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0028-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0029-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0030-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0031-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0032-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0033-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0034-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0035-S1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0036-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0037-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0038-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0039-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0040-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0041-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0042-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0043-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0044-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0045-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0046-S3_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0047-S3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0063-0048-S3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0064-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0064-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0064-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0064-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0064-0005-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0065-0001-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0065-0002-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0065-0003-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0066-0001-S1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0066-0002-S1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0066-0003-S3_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0002-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0003-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0004-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0005-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0006-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0007-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0008-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0009-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0010-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0011-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0012-A1_S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0013-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0014-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0015-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0016-A2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0017-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0018-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0019-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0020-A1_B2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0067-0021-H2_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0068-0001-S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0068-0002-S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0068-0003-S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0068-0004-S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0068-0005-A1_S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0068-0006-S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0068-0007-A1_S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0068-0008-S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0068-0009-S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0069-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0069-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0069-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0069-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0069-0005-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0069-0006-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0069-0007-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0069-0008-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0069-0009-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0069-0010-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0070-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0070-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0070-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0070-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0070-0005-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0071-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0071-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0071-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0071-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0071-0005-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0071-0006-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0071-0007-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0072-0001-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0072-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0072-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0072-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0072-0005-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0072-0006-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0072-0007-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0072-0008-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0072-0009-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0073-0001-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0073-0002-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0073-0003-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0073-0004-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0002-W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0003-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0004-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0005-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0006-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0007-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0008-A1_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0009-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0010-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0011-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0074-0012-A3_W3.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0075-0001-W1.wav,3,2,0.2,0.0,6
